function_name	segment	start	length	locals	args_count	R	F	L	M	O	S	B	T	=	X
sub_245BC	seg003	00000A7C	00000011			R	.	.	.	.	.	.	.	.	.
sub_245D0	seg003	00000A90	0000001F			R	.	.	.	.	.	.	.	.	.
sub_2460D	seg003	00000ACD	00000055			R	.	.	.	.	.	.	.	.	.
sub_24641	seg003	00000B01	0000002C			R	.	.	.	.	.	.	.	.	.
sub_24EF2	seg003	000013B2	0000000F	00000002	00000002	R	.	.	.	.	.	B	.	.	.
sub_24F01	seg003	000013C1	00000057	00000006		R	.	.	.	.	.	.	.	.	.
sub_24F58	seg003	00001418	00000032	00000002		R	.	.	.	.	.	.	.	.	.
sub_24F8A	seg003	0000144A	00000025	00000002	00000006	R	.	.	.	.	.	B	.	.	.
sub_24FAF	seg003	0000146F	00000025	00000002	00000006	R	.	.	.	.	.	B	.	.	.
sub_24FD4	seg003	00001494	00000025	00000002	00000006	R	.	.	.	.	.	B	.	.	.
sub_24FF9	seg003	000014B9	00000025	00000002	00000006	R	.	.	.	.	.	B	.	.	.
sub_2501E	seg003	000014DE	0000001C	00000002	00000004	R	.	.	.	.	.	B	.	.	.
sub_2503A	seg003	000014FA	0000001C	00000002	00000004	R	.	.	.	.	.	B	.	.	.
sub_25056	seg003	00001516	00000025	00000002	00000006	R	.	.	.	.	.	B	.	.	.
sub_2507B	seg003	0000153B	0000002F	00000002	00000004	R	.	.	.	.	.	B	.	.	.
sub_250AA	seg003	0000156A	00000012	00000006		R	.	.	.	.	.	.	.	.	.
sub_250BC	seg003	0000157C	00000027	00000002	00000002	R	.	.	.	.	.	B	.	.	.
sub_250E3	seg003	000015A3	00000035	00000002	00000002	R	.	.	.	.	.	B	.	.	.
sub_25118	seg003	000015D8	00000021	00000004		R	.	.	.	.	.	.	.	.	.
sub_25303	seg004	000001C3	00000010			R	.	L	.	.	.	.	.	.	.
sub_25313	seg004	000001D3	00000006			R	.	L	.	.	.	.	.	.	.
sub_25525	seg004	000003E5	0000000E			R	.	L	.	.	.	.	.	.	.
sub_25608	seg004	000004C8	00000042			R	.	.	.	.	.	.	.	.	.
sub_25660	seg004	00000520	00000008			R	.	.	.	.	.	.	.	.	.
sub_25668	seg004	00000528	0000004D	0000000A		R	.	.	.	.	.	.	.	.	.
sub_25818	seg004	000006D8	0000002A			R	F	.	.	.	.	.	.	.	.
sub_25874	seg004	00000734	00000021	00000004		R	F	.	.	.	.	.	.	.	.
sub_25DB8	seg004	00000C78	0000003C	00000002		R	F	.	.	.	.	.	.	.	.
sub_25E57	seg004	00000D17	0000001E			R	.	.	.	.	.	.	.	.	.
sub_25E75	seg004	00000D35	00000005			R	F	.	.	.	.	.	.	.	.
sub_25EF0	seg004	00000DB0	0000000A			R	.	.	.	.	.	.	.	.	.
sub_25EFA	seg004	00000DBA	0000000A			R	.	.	.	.	.	.	.	.	.
sub_25F04	seg004	00000DC4	00000021			R	.	.	.	.	.	.	.	.	.
sub_25F25	seg004	00000DE5	0000000A			R	.	.	.	.	.	.	.	.	.
sub_25F2F	seg004	00000DEF	0000000A			R	.	.	.	.	.	.	.	.	.
sub_25F39	seg004	00000DF9	00000057			R	F	.	.	.	.	.	.	.	.
sub_25F45	seg004	00000E05	0000008F			R	.	.	.	.	.	.	.	.	.
sub_25F8D	seg004	00000E4D	0000000C			R	.	.	.	.	.	.	.	.	.
sub_25F99	seg004	00000E59	0000000C			R	.	.	.	.	.	.	.	.	.
sub_25FA5	seg004	00000E65	0000000C			R	.	.	.	.	.	.	.	.	.
sub_25FB1	seg004	00000E71	0000002B			R	F	.	.	.	.	.	.	.	.
sub_25FBA	seg004	00000E7A	0000003E			R	F	.	.	.	.	.	.	.	.
sub_25FC9	seg004	00000E89	0000000A			R	F	.	.	.	.	.	.	.	.
sub_25FD3	seg004	00000E93	00000006			R	.	.	.	.	.	.	.	.	.
sub_25FDA	seg004	00000E9A	00000005			R	.	.	.	.	.	.	.	.	.
sub_25FE0	seg004	00000EA0	00000005			R	.	.	.	.	.	.	.	.	.
sub_25FE6	seg004	00000EA6	00000007			R	.	.	.	.	.	.	.	.	.
sub_25FEE	seg004	00000EAE	00000009			R	.	.	.	.	.	.	.	.	.
sub_25FF8	seg004	00000EB8	00000007			R	.	.	.	.	.	.	.	.	.
sub_26000	seg004	00000EC0	00000023			R	.	.	.	.	.	.	.	.	.
sub_26023	seg004	00000EE3	00000004			R	.	.	.	.	.	.	.	.	.
sub_26027	seg004	00000EE7	00000007			R	.	.	.	.	.	.	.	.	.
sub_2602E	seg004	00000EEE	00000007			R	.	.	.	.	.	.	.	.	.
sub_26035	seg004	00000EF5	00000002			R	.	.	.	.	.	.	.	.	.
sub_26037	seg004	00000EF7	00000007			R	.	.	.	.	.	.	.	.	.
sub_2603E	seg004	00000EFE	0000000F			R	.	.	.	.	.	.	.	.	.
sub_2604D	seg004	00000F0D	00000005			R	.	.	.	.	.	.	.	.	.
sub_26052	seg004	00000F12	00000005			R	.	.	.	.	.	.	.	.	.
sub_26057	seg004	00000F17	00000005			R	.	.	.	.	.	.	.	.	.
sub_2605C	seg004	00000F1C	00000008			R	.	.	.	.	.	.	.	.	.
sub_26064	seg004	00000F24	00000004			R	.	.	.	.	.	.	.	.	.
sub_26068	seg004	00000F28	00000013			R	.	.	.	.	.	.	.	.	.
sub_2607B	seg004	00000F3B	00000008			R	.	.	.	.	.	.	.	.	.
sub_26083	seg004	00000F43	0000000D			R	.	.	.	.	.	.	.	.	.
sub_26090	seg004	00000F50	0000000D			R	.	.	.	.	.	.	.	.	.
sub_2609D	seg004	00000F5D	0000001C			R	.	.	.	.	.	.	.	.	.
sub_260B9	seg004	00000F79	00000190			R	.	.	.	.	.	.	.	.	.
sub_261E9	seg004	000010A9	0000030C	00000002		R	.	.	.	.	.	.	.	.	.
sub_2636A	seg004	0000122A	00000091			R	.	.	.	.	.	.	.	.	.
sub_263FB	seg004	000012BB	0000008A			R	.	.	.	.	.	.	.	.	.
sub_26673	seg004	00001533	0000008C			R	.	.	.	.	.	.	.	.	.
sub_2672E	seg004	000015EE	00000154			R	.	.	.	.	.	.	.	.	.
sub_2685C	seg004	0000171C	000000D5			R	.	.	.	.	.	.	.	.	.
sub_2698A	seg004	0000184A	000001A1			R	.	.	.	.	.	.	.	.	.
sub_26ACA	seg004	0000198A	00000068			R	.	.	.	.	.	.	.	.	.
sub_26B32	seg004	000019F2	0000004D	00000002		R	.	.	.	.	.	.	.	.	.
sub_26B7F	seg004	00001A3F	00000056			R	.	.	.	.	.	.	.	.	.
sub_26BD5	seg004	00001A95	0000000C	00000002		R	.	.	.	.	.	.	.	.	.
sub_26BE1	seg004	00001AA1	00000056			R	.	.	.	.	.	.	.	.	.
sub_26C37	seg004	00001AF7	0000005A			R	.	.	.	.	.	.	.	.	.
sub_26C91	seg004	00001B51	00000012	00000002		R	.	.	.	.	.	.	.	.	.
sub_26CA3	seg004	00001B63	00000063			R	.	.	.	.	.	.	.	.	.
sub_26D06	seg004	00001BC6	00000013			R	.	.	.	.	.	.	.	.	.
sub_26D5C	seg004	00001C1C	00000027			R	.	.	.	.	.	.	.	.	.
sub_26D83	seg004	00001C43	00000091			R	.	.	.	.	.	.	.	.	.
sub_26E14	seg004	00001CD4	00000097			R	.	.	.	.	.	.	.	.	.
sub_26F14	seg004	00001DD4	0000009D			R	.	.	.	.	.	.	.	.	.
sub_26F5A	seg004	00001E1A	00000009			R	.	.	.	.	.	.	.	.	.
sub_26F63	seg004	00001E23	00000007			R	.	.	.	.	.	.	.	.	.
sub_26F6A	seg004	00001E2A	00000007			R	.	.	.	.	.	.	.	.	.
sub_26F71	seg004	00001E31	00000047			R	.	.	.	.	.	.	.	.	.
sub_26FB8	seg004	00001E78	00000005			R	.	.	.	.	.	.	.	.	.
sub_26FBD	seg004	00001E7D	00000025			R	.	.	.	.	.	.	.	.	.
sub_26FE2	seg004	00001EA2	0000004E			R	.	.	.	.	.	.	.	.	.
sub_27009	seg004	00001EC9	00000007			R	.	.	.	.	.	.	.	.	.
sub_2701E	seg004	00001EDE	00000007			R	.	.	.	.	.	.	.	.	.
sub_27025	seg004	00001EE5	00000007			R	.	.	.	.	.	.	.	.	.
sub_2702C	seg004	00001EEC	00000006			R	.	.	.	.	.	.	.	.	.
sub_27032	seg004	00001EF2	00000007			R	.	.	.	.	.	.	.	.	.
sub_27039	seg004	00001EF9	00000007			R	.	.	.	.	.	.	.	.	.
sub_27040	seg004	00001F00	00000010			R	.	.	.	.	.	.	.	.	.
sub_2709E	seg004	00001F5E	00000005			R	.	.	.	.	.	.	.	.	.
sub_270A3	seg004	00001F63	00000005			R	.	.	.	.	.	.	.	.	.
sub_270A8	seg004	00001F68	00000005			R	.	.	.	.	.	.	.	.	.
sub_270AD	seg004	00001F6D	00000005			R	.	.	.	.	.	.	.	.	.
sub_270B2	seg004	00001F72	00000005			R	.	.	.	.	.	.	.	.	.
sub_270B7	seg004	00001F77	00000005			R	.	.	.	.	.	.	.	.	.
sub_270BC	seg004	00001F7C	0000002A			R	.	.	.	.	.	.	.	.	.
sub_27182	seg004	00002042	000000DF	00000002		R	.	.	.	.	.	.	.	.	.
sub_27261	seg004	00002121	00000012			R	.	.	.	.	.	.	.	.	.
sub_27273	seg004	00002133	00000018			R	.	.	.	.	.	.	.	.	.
sub_2728B	seg004	0000214B	0000000D			R	.	.	.	.	.	.	.	.	.
sub_27298	seg004	00002158	00000008			R	.	.	.	.	.	.	.	.	.
sub_272CB	seg004	0000218B	000000C3			R	.	.	.	.	.	.	.	.	.
sub_27363	seg004	00002223	00000015	00000002		R	.	.	.	.	.	.	.	.	.
sub_2737C	seg004	0000223C	00000063			R	.	.	.	.	.	.	.	.	.
sub_273DB	seg004	0000229B	00000078			R	.	.	.	.	.	.	.	.	.
sub_27453	seg004	00002313	00000025			R	.	.	.	.	.	.	.	.	.
sub_27478	seg004	00002338	00000007			R	.	.	.	.	.	.	.	.	.
sub_2747F	seg004	0000233F	00000028			R	.	.	.	.	.	.	.	.	.
sub_274A7	seg004	00002367	00000066			R	.	.	.	.	.	.	.	.	.
sub_2750D	seg004	000023CD	00000008			R	.	.	.	.	.	.	.	.	.
sub_27515	seg004	000023D5	00000020			R	.	.	.	.	.	.	.	.	.
sub_27535	seg004	000023F5	00000028			R	.	.	.	.	.	.	.	.	.
sub_2755D	seg004	0000241D	0000007E	00000002		R	.	.	.	.	.	.	.	.	.
sub_275DB	seg004	0000249B	00000028			R	.	.	.	.	.	.	.	.	.
sub_27603	seg004	000024C3	00000036	00000002		R	.	.	.	.	.	.	.	.	.
sub_277CA	seg005	0000010A	0000012E	00000002	00000006	R	F	L	.	.	.	B	.	.	.
sub_279C7	seg005	00000307	00000012			R	.	L	.	.	.	.	.	.	.
sub_27AEF	seg005	0000042F	0000001D			R	.	L	.	.	.	.	.	.	.
sub_27B78	seg005	000004B8	00000011	00000002	00000006	R	.	L	.	.	.	B	.	.	.
sub_27B9D	seg005	000004DD	00000047	00000002		R	.	L	.	.	.	.	.	.	.
sub_27C13	seg005	00000553	00000018	00000008		R	.	L	.	.	.	.	.	.	.
sub_27CF5	seg005	00000635	00000003			R	.	L	.	.	.	.	.	.	.
sub_27CF8	seg005	00000638	00000014			R	.	.	.	.	.	.	.	.	.
sub_27FE2	seg005	00000922	0000001B	00000002		R	.	L	.	.	.	.	.	.	.
sub_27FFD	seg005	0000093D	0000005F			R	.	L	.	.	.	.	.	.	.
sub_285E8	seg012	00000008	00000015	00000004		R	F	.	.	.	.	.	.	.	.
sub_2864B	seg012	0000006B	00000057	00000002	0000000C	R	F	.	.	.	.	B	.	.	.
sub_29616	seg016	000003A6	00000033	00000002	00000010	R	F	.	.	.	.	B	T	.	.
sub_2AC94	seg017	00001654	00000041	00000002	00000008	R	F	.	.	.	.	B	.	.	.
sub_2B02C	seg018	0000035C	00000071	00000002	0000000C	R	F	.	.	.	.	B	.	.	.
sub_2B0C2	seg019	00000032	00000042	00000002	00000004	R	F	.	.	.	.	B	.	.	.
sub_2B109	seg019	00000079	00000031	00000002	00000010	R	F	.	.	.	.	B	T	.	.
sub_2B13A	seg019	000000AA	00000006			R	F	.	.	.	.	.	.	.	.
sub_2B146	seg019	000000B6	00000035	00000002	00000010	R	F	.	.	.	.	B	T	.	.
sub_2B1A3	seg019	00000113	0000001A	00000002	00000008	R	F	.	.	.	.	B	.	.	.
sub_2B1BD	seg019	0000012D	00000026	00000002	00000006	R	F	.	.	.	.	B	.	.	.
sub_2B1E3	seg019	00000153	00000049	00000002	00000010	R	F	.	.	.	.	B	.	.	.
sub_2B21	seg000	00002B21	0000010A	00000022	00000004	R	F	.	.	.	.	B	.	.	.
sub_2B22C	seg019	0000019C	00000037	00000002	00000010	R	F	.	.	.	.	B	.	.	.
sub_2B263	seg019	000001D3	00000066	00000002	0000000C	R	F	.	.	.	.	B	.	.	.
sub_2B351	seg021	00000001	0000002F	00000000	0000000E	R	F	.	.	.	.	B	.	.	.
sub_2B380	seg021	00000030	00000041	00000002	0000000C	R	F	.	.	.	.	B	.	.	.
sub_2B430	seg021	000000E0	00000049	00000002	00000010	R	F	.	.	.	.	B	.	.	.
sub_2B479	seg021	00000129	00000026	00000002	00000010	R	F	.	.	.	.	B	.	.	.
sub_2B4FF	seg021	000001AF	0000001E	00000002	00000008	R	F	.	.	.	.	B	.	.	.
sub_2B5CB	seg022	000000BB	00000048			R	F	.	.	.	.	.	.	.	.
sub_2B613	seg022	00000103	00000065			R	F	.	.	.	.	.	.	.	.
sub_2B678	seg022	00000168	00000020			R	F	.	.	.	.	.	.	.	.
sub_2B698	seg022	00000188	00000026			R	F	.	.	.	.	.	.	.	.
sub_2B6BE	seg022	000001AE	00000020			R	F	.	.	.	.	.	.	.	.
sub_2B6DE	seg022	000001CE	00000016	00000002		R	.	.	.	.	.	.	.	.	.
sub_2B6F4	seg022	000001E4	00000029			R	.	.	.	.	.	.	.	.	.
sub_2B71D	seg022	0000020D	00000028			R	.	.	.	.	.	.	.	.	.
sub_2B745	seg022	00000235	00000008	00000002		R	.	.	.	.	.	.	.	.	.
sub_2B74D	seg022	0000023D	000000D6			R	.	.	.	.	.	.	.	.	.
sub_2B823	seg022	00000313	0000001D			R	.	.	.	.	.	.	.	.	.
sub_2B840	seg022	00000330	0000003A			R	.	.	.	.	.	.	.	.	.
sub_2B87A	seg022	0000036A	00000017			R	.	.	.	.	.	.	.	.	.
sub_2B891	seg022	00000381	0000001E	00000004		R	.	.	.	.	.	.	.	.	.
sub_2B8AF	seg022	0000039F	00000019			R	.	.	.	.	.	.	.	.	.
sub_2B8C8	seg022	000003B8	00000021	00000002		R	.	.	.	.	.	.	.	.	.
sub_2B8E9	seg022	000003D9	0000003B	00000002		R	.	.	.	.	.	.	.	.	.
sub_2B924	seg022	00000414	00000014	00000002		R	.	.	.	.	.	.	.	.	.
sub_2B9AB	seg022	0000049B	0000000B	00000004		R	.	.	.	.	.	.	.	.	.
sub_2B9B6	seg022	000004A6	0000001A	00000004		R	.	.	.	.	.	.	.	.	.
sub_2B9D0	seg022	000004C0	00000010	00000002		R	.	.	.	.	.	.	.	.	.
sub_2B9E0	seg022	000004D0	00000007			R	.	.	.	.	.	.	.	.	.
sub_2B9E7	seg022	000004D7	0000004A	00000004		R	.	.	.	.	.	.	.	.	.
sub_2BA31	seg022	00000521	00000022			R	.	.	.	.	.	.	.	.	.
sub_2BA53	seg022	00000543	00000032			R	.	.	.	.	.	.	.	.	.
sub_2BA85	seg022	00000575	00000013	00000004		R	.	.	.	.	.	.	.	.	.
sub_2BA98	seg022	00000588	00000005			R	.	.	.	.	.	.	.	.	.
sub_2BA9D	seg022	0000058D	00000025	00000004		R	.	.	.	.	.	.	.	.	.
sub_2BAC2	seg022	000005B2	0000002B			R	.	.	.	.	.	.	.	.	.
sub_2BAEE	seg022	000005DE	00000063			R	.	.	.	.	.	.	.	.	.
sub_2BB51	seg022	00000641	00000066			R	.	.	.	.	.	.	.	.	.
sub_2BBB7	seg022	000006A7	00000065			R	.	.	.	.	.	.	.	.	.
sub_2BC1C	seg022	0000070C	00000046	00000008		R	.	.	.	.	.	.	.	.	.
sub_2D43A	seg029	0000000A	00000013	00000002	00000004	R	F	.	.	.	.	B	.	.	.
sub_2D7F2	seg029	000003C2	00000030			R	.	.	.	.	.	.	.	.	.
sub_2D822	seg029	000003F2	00000279			R	.	.	.	.	.	.	.	.	.
sub_2DAF5	seg029	000006C5	000000B5	00000002		R	.	.	.	.	.	.	.	.	.
sub_2DBAA	seg029	0000077A	00000026	00000002		R	.	.	.	.	.	.	.	.	.
sub_2DC6B	seg029	0000083B	00000080			R	.	.	.	.	.	.	.	.	.
sub_2DD0B	seg029	000008DB	000000DC	00000006		R	.	.	.	.	.	.	.	.	.
sub_2DF04	seg029	00000AD4	00000019	00000002		R	.	.	.	.	.	.	.	.	.
sub_2DF1D	seg029	00000AED	0000002D			R	.	.	.	.	.	.	.	.	.
sub_2DF4A	seg029	00000B1A	00000055	00000002		R	.	.	.	.	.	.	.	.	.
sub_2DF9F	seg029	00000B6F	00000035			R	.	.	.	.	.	.	.	.	.
sub_2DFE7	seg029	00000BB7	00000067	00000004		R	.	.	.	.	.	.	.	.	.
sub_2E085	seg029	00000C55	00000017	00000002		R	.	.	.	.	.	.	.	.	.
sub_2E09C	seg029	00000C6C	00000081	00000006		R	.	.	.	.	.	.	.	.	.
sub_2ECDE	seg030	000002CE	00000093	00000002	00000018	R	F	.	.	.	.	B	T	.	.
sub_2ED72	seg031	00000002	0000001F	00000002	00000008	R	F	.	.	.	.	B	.	.	.
sub_2ED91	seg031	00000021	0000011E	00000002	0000000C	R	F	.	.	.	.	B	.	.	.
sub_2EEAF	seg031	0000013F	00000014			R	.	.	.	.	.	.	.	.	.
sub_2EEC3	seg031	00000153	0000001C			R	.	.	.	.	.	.	.	.	.
sub_38D1	seg000	000038D1	0000020B	00000026	00000008	R	F	.	.	.	.	B	.	.	.
sub_3ADF	seg000	00003ADF	000001F6	0000002C	00000004	R	F	.	.	.	.	B	.	.	.
sub_4500	seg000	00004500	000000C1	0000001C		R	F	.	.	.	.	B	.	.	.
sub_494C	seg000	0000494C	00000152	00000028		R	F	.	.	.	.	B	.	.	.
sub_9262	seg000	00009262	0000020C	00000030	00000006	R	F	.	.	.	.	B	.	.	.
sub_B847	seg000	0000B847	0000011F	00000028	00000004	R	F	.	.	.	.	B	.	.	.
sub_D72A	seg000	0000D72A	000000EC	0000001E	00000006	R	F	.	.	.	.	B	T	.	.
sub_DB9C	seg000	0000DB9C	00000275	0000003C	0000000A	R	F	.	.	.	.	B	T	.	.
sub_DFE2	seg000	0000DFE2	00000131	0000001E		R	F	.	.	.	.	B	.	.	.
sub_E116	seg000	0000E116	0000025B	00000026		R	F	.	.	.	.	B	.	.	.
sub_E43B	seg000	0000E43B	00000143	00000026	00000004	R	F	.	.	.	.	B	.	.	.
sub_E581	seg000	0000E581	0000023C	00000028		R	F	.	.	.	.	B	.	.	.
sub_E7C0	seg000	0000E7C0	00000073	00000018		R	F	.	.	.	.	B	.	.	.
sub_E836	seg000	0000E836	000000BE	0000001E	0000000A	R	F	.	.	.	.	B	.	.	.
summon_imgs?	seg000	0000A4FC	00000211	0000003E	00000004	R	F	.	.	.	.	B	.	.	.
summon_lasting?	seg000	00009000	0000025F	00000032	00000002	R	F	.	.	.	.	B	.	.	.
system_ExitGame	seg000	00001B37	0000002E	00000000		R	.	.	.	.	.	.	.	.	.
system_LoadRPG	seg000	00001A34	00000025	00000000		R	.	.	.	.	.	.	.	.	.
system_MusicOption	seg000	00001A59	000000A9	00000000		R	.	.	.	.	.	.	.	.	.
system_SaveRPG	seg000	00001A0F	00000025			R	.	.	.	.	.	.	.	.	.
system_SfxOption	seg000	00001B02	00000035	00000000		R	.	.	.	.	.	.	.	.	.
team_walk_one_step	seg001	0000C2F1	0000005D	00000000		R	F	.	.	.	.	B	.	.	.
theurgy_sort	seg000	0000D4F0	00000135	0000001E	00000004	R	F	.	.	.	.	B	.	.	.
timer_func	seg003	000012D4	00000013	00000004		R	.	.	.	.	.	.	.	.	.
timer_interrupt	seg029	000014A3	000000F2	00000004		R	F	.	.	.	.	.	.	.	.
transfer_MEM	seg021	00000071	0000001D	00000002	0000000C	R	F	.	.	.	.	B	.	.	.
type_uplevel	seg001	0000F3FB	00000286	0000004A	00000008	R	F	.	.	.	.	B	.	.	.
unequip_for_use	seg001	0000833E	0000009C	0000001E	00000006	R	F	.	.	.	.	B	.	.	.
unknown_libname_1	seg003	00000118	00000005			R	F	L	.	.	.	.	.	.	.
visible_NPC_movment_setdraw	seg001	0000DC9D	0000018E	00000024		R	F	.	.	.	.	B	.	.	.
wait_internal	seg029	00001406	0000001D	00000002	00000002	R	F	.	.	.	.	B	T	.	.
wait_key	seg001	0000F684	00000062	0000001A	00000004	R	F	.	.	.	.	B	.	.	.
wait_show_icon	seg001	0000F6E9	0000006F	00000016		R	F	.	.	.	.	B	.	.	.
wave_screen	seg018	0000028C	0000008C	00000002	0000000C	R	F	.	.	.	.	B	T	.	.
write_to_screen	seg012	0000003D	0000002E	00000002	00000004	R	F	.	.	.	.	B	.	.	.
xor_ax_ax	seg003	00000418	00000003			R	F	.	.	.	.	.	.	.	.
yes_no_dialog	seg001	00002576	00000189	0000003E	00000006	R	F	.	.	.	.	B	.	.	.
